level	expression	reading	hard_morae	meaning	tags
3	故人	こじん	じ	the deceased	JLPT_1 JLPT JLPT_3
3	小銭	こぜに	ぜ	coins, small change	JLPT_1 JLPT JLPT_3
3	コンテスト	コンテスト	す	contest	JLPT_1 JLPT JLPT_3
3	採集	さいしゅう	さ,しゅ	collecting, gathering	JLPT_1 JLPT JLPT_3
3	作	さく	さ	a work, a harvest	JLPT_1 JLPT JLPT_3
3	策	さく	さ	plan, policy	JLPT_1 JLPT JLPT_3
3	設備	せつび	せ,つ	equipment, device, facilities	JLPT JLPT_2 JLPT_3
3	絶滅	ぜつめつ	ぜ,つ,つ	destruction, extinction	JLPT JLPT_2 JLPT_3
3	節約	せつやく	せ,つ	economizing, saving	JLPT JLPT_2 JLPT_3
3	攻める	せめる	せ	to attack, to assault	JLPT JLPT_2 JLPT_3
3	責める	せめる	せ	to condemn, to blame, to criticize	JLPT JLPT_2 JLPT_3
3	善	ぜん	ぜ	good, virtue	JLPT JLPT_2 JLPT_3
3	全	ぜん	ぜ	all, whole, entire	JLPT JLPT_2 JLPT_3
3	全員	ぜんいん	ぜ	all members	JLPT JLPT_2 JLPT_3
3	専攻	せんこう	せ	major subject, special study	JLPT JLPT_2 JLPT_3
3	全国	ぜんこく	ぜ	the entire nation, country-wide, nation-wide	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
3	洗剤	せんざい	せ,ざ	detergent	JLPT JLPT_2 JLPT_3
3	先日	せんじつ	せ,じ,つ	the other day, a few days ago	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2
3	前者	ぜんしゃ	ぜ,しゃ	the former	JLPT JLPT_2 JLPT_3
3	選手	せんしゅ	せ,しゅ	player selected for a team (usually athletic)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
3	全身	ぜんしん	ぜ,し	the whole body, full-length (portrait)	JLPT JLPT_2 JLPT_3
3	前進	ぜんしん	ぜ,し	advance, drive, progress	JLPT JLPT_2 JLPT_3
3	センター	センター	せ	center	JLPT JLPT_2 JLPT_3
3	全体	ぜんたい	ぜ	whole, entirety, whatever (is the matter)	JLPT JLPT_2 JLPT_3
3	選択	せんたく	せ	selection, choice	JLPT JLPT_2 JLPT_3
3	宣伝	せんでん	せ	advertisement, publicity	JLPT JLPT_2 JLPT_3
3	象	ぞう	ぞ	elephant	JLPT Genki_Ln.13 JLPT_3 JLPT_2 Genki
3	騒音	そうおん	そ	noise	JLPT JLPT_2 JLPT_3
3	増加	ぞうか	ぞ	increase, addition	JLPT JLPT_2 JLPT_3
3	操作	そうさ	そ,さ	operation, management, processing	JLPT JLPT_2 JLPT_3
3	想像	そうぞう	そ,ぞ	imagination, guess	JLPT JLPT_2 JLPT_3
3	相続	そうぞく	そ,ぞ	succession, inheritance	JLPT JLPT_2 JLPT_3
3	装置	そうち	そ,ち	equipment, installation, apparatus	JLPT JLPT_2 JLPT_3
3	相当	そうとう	そ	considerably, fairly; worth ~	JLPT JLPT_2 JLPT_3
3	速度	そくど	そ	speed, velocity, rate	JLPT JLPT_2 JLPT_3
3	底	そこ	そ	bottom, sole	JLPT JLPT_2 JLPT_3
3	そこで	そこで	そ	so (conj.), accordingly	JLPT JLPT_2 JLPT_3
3	組織	そしき	そ,し	organization; structure; tissue	JLPT JLPT_2 JLPT_3
3	そして	そして	そ,し	and then	JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki
3	注ぐ	そそぐ	そ,そ	to pour (into)	JLPT JLPT_2 JLPT_3
3	育つ	そだつ	そ,つ	to be brought up, to grow (up)	JLPT JLPT_2 JLPT_3
3	そっくり	そっくり	そ	the splitting image of; entirely	JLPT JLPT_2 JLPT_3
3	そっと	そっと	そ	softly, gently	JLPT JLPT_2 JLPT_3
3	袖	そで	そ	sleeve	JLPT JLPT_2 JLPT_3
3	備える	そなえる	そ	to prepare, to furnish, to store	JLPT JLPT_2 JLPT_3
3	具える	そなえる	そ	to be furnished with	JLPT JLPT_2 JLPT_3
3	そのうえ	そのうえ	そ	in addition, furthermore	JLPT JLPT_2 JLPT_3
3	そのうち	そのうち	そ,ち	before long, eventually, sooner or later	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
3	そのまま	そのまま	そ	without change, as it is (e.g., now)	JLPT JLPT_2 JLPT_3
3	蕎麦	そば	そ	soba (buckwheat noodles)	JLPT JLPT_2 JLPT_3
3	ソファー	ソファー	そ	sofa, couch	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12
3	粗末	そまつ	そ,つ	humble, miserable, crude	JLPT JLPT_2 JLPT_3
3	それぞれ	それぞれ	そ,ぞ	each, every, respectively	JLPT JLPT_2 JLPT_3
3	それでも	それでも	そ	but (still), and yet, nevertheless	JLPT JLPT_2 JLPT_3
3	それと	それと	そ	and	JLPT JLPT_2 JLPT_3
3	それとも	それとも	そ	or, or else	JLPT JLPT_2 JLPT_3
3	揃う	そろう	そ	to become complete, to be equal	JLPT JLPT_2 JLPT_3
3	揃える	そろえる	そ	to put things in order, to arrange	JLPT JLPT_2 JLPT_3
3	損	そん	そ	loss, disadvantage	JLPT JLPT_2 JLPT_3
3	損害	そんがい	そ	damage, loss	JLPT JLPT_2 JLPT_3
3	尊敬	そんけい	そ	respect, reverence, honor	JLPT JLPT_2 JLPT_3
3	存在	そんざい	そ,ざ	existence, being	JLPT JLPT_2 JLPT_3
3	尊重	そんちょう	そ,ちょ	respect, esteem, regard	JLPT JLPT_2 JLPT_3
3	退屈	たいくつ	つ	tedium, boring	JLPT JLPT_2 JLPT_3
3	滞在	たいざい	ざ	stay, sojourn	JLPT JLPT_2 JLPT_3
3	大使	たいし	し	ambassador	JLPT JLPT_2 JLPT_3
3	大した	たいした	し	significant, great, considerable	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
3	体重	たいじゅう	じゅ	(body) weight	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
3	対象	たいしょう	しょ	target; object (of worship, study, etc.); subject (i.e., of taxation)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	対照	たいしょう	しょ	contrast, antithesis, comparison	JLPT JLPT_2 JLPT_3
3	大臣	だいじん	じ	cabinet minister	JLPT JLPT_2 JLPT_3
3	対する	たいする	す	to face, to confront, to oppose	JLPT JLPT_2 JLPT_3
3	大戦	たいせん	せ	great war, great battle	JLPT JLPT_2 JLPT_3
3	倒す	たおす	す	to throw down, to beat	JLPT JLPT_2 JLPT_3
3	たしか	たしか	し	certain, sure, if I remember correctly	JLPT JLPT_2 JLPT_3
3	確かめる	たしかめる	し	to ascertain, to make sure	JLPT JLPT_2 JLPT_3
3	多少	たしょう	しょ	a little (same as 少し (すこし))	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
3	助かる	たすかる	す	to be saved; (something) helps (v.i.)	JLPT Intermediate_Japanese Genki_Ln.18 JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4 Genki
3	助ける	たすける	す	to help (v.t.), to save, to rescue	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki Genki_Ln.22 Intermediate_Japanese_Ln.3
3	直ちに	ただちに	ち	at once, immediately	JLPT JLPT_2 JLPT_3
3	立ち上がる	たちあがる	ち	to stand up	JLPT JLPT_2 JLPT_3
3	立場	たちば	ち	standpoint, position, situation	JLPT JLPT_2 JLPT_3
3	建つ	たつ	つ	to stand; to be built (v.i.), to erect, to be erected	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	経つ	たつ	つ	(time) passes	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
3	達する	たっする	す	to reach, to get to	JLPT JLPT_2 JLPT_3
3	騙す	だます	す	to trick, to cheat, to deceive	JLPT JLPT_2 JLPT_3
3	試し	ためし	し	trial, test	JLPT JLPT_2 JLPT_3
3	試す	ためす	す	to attempt, to test	JLPT JLPT_2 JLPT_3
3	男子	だんし	し	young man	JLPT JLPT_2 JLPT_3
3	単純	たんじゅん	じゅ	simplicity	JLPT JLPT_2 JLPT_3
3	誕生	たんじょう	じょ	birth	JLPT JLPT_2 JLPT_3
3	ダンス	ダンス	す	dance	JLPT JLPT_2 JLPT_3
3	地	ち	ち	earth	JLPT JLPT_2 JLPT_3
3	地位	ちい	ち	(social) position, status	JLPT JLPT_2 JLPT_3
3	地域	ちいき	ち	area, region	JLPT JLPT_2 JLPT_3
3	チーズ	チーズ	ち,ず	cheese	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.9
3	チーム	チーム	ち	team	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
3	知恵	ちえ	ち	wisdom, wit, intelligence	JLPT JLPT_2 JLPT_3
3	地下	ちか	ち	basement, underground	JLPT JLPT_2 JLPT_3
3	違い	ちがい	ち	difference, discrepancy	Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki
3	違いない	ちがいない	ち	(phrase) sure, no mistaking it, for certain	JLPT JLPT_2 JLPT_3
3	近頃	ちかごろ	ち	lately, recently, nowadays	JLPT JLPT_2 JLPT_3
3	地球	ちきゅう	ち	the earth	JLPT JLPT_2 JLPT_3
3	地区	ちく	ち	district, section	JLPT JLPT_2 JLPT_3
3	遅刻	ちこく	ち	lateness, late coming	JLPT JLPT_2 JLPT_3
3	知事	ちじ	ち,じ	prefectural governor	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4
3	知識	ちしき	ち,し	knowledge, information	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
3	父親	ちちおや	ち,ち	father	JLPT JLPT_2 JLPT_3
3	知能	ちのう	ち	intelligence, brains	JLPT JLPT_2 JLPT_3
3	地平線	ちへいせん	ち,せ	horizon	JLPT JLPT_2 JLPT_3
3	地方	ちほう	ち	area, locality, region	JLPT JLPT_2 JLPT_3
3	茶	ちゃ	ちゃ	tea	JLPT JLPT_2 JLPT_3
3	チャンス	チャンス	ちゃ,す	chance, opportunity	JLPT JLPT_2 JLPT_3
3	ちゃんと	ちゃんと	ちゃ	perfectly, properly, exactly	JLPT JLPT_2 JLPT_3
3	中	ちゅう	ちゅ	inside, middle, among	JLPT JLPT_2 JLPT_3
3	注	ちゅう	ちゅ	annotation, explanatory note	JLPT JLPT_2 JLPT_3
3	中央	ちゅうおう	ちゅ	central, center, middle	JLPT JLPT_2 JLPT_3
3	中学	ちゅうがく	ちゅ	middle school, junior high school	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1
3	中古	ちゅうこ	ちゅ	used, second-hand	JLPT JLPT_2 JLPT_3
3	中止	ちゅうし	ちゅ,し	suspension, stoppage, discontinuance	JLPT JLPT_2 JLPT_3
3	駐車	ちゅうしゃ	ちゅ,しゃ	parking (e.g., car)	JLPT JLPT_2 JLPT_3
3	昼食	ちゅうしょく	ちゅ,しょ	lunch (same as 昼ご飯 (ひるごはん))	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.6
3	中心	ちゅうしん	ちゅ,し	center, core	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	注目	ちゅうもく	ちゅ	notice, attention, observation	JLPT JLPT_2 JLPT_3
3	注文	ちゅうもん	ちゅ	order, request	JLPT JLPT_2 JLPT_3
3	長期	ちょうき	ちょ	long time period	JLPT JLPT_2 JLPT_3
3	調査	ちょうさ	ちょ,さ	survey; investigation	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5
3	調子	ちょうし	ちょ,し	condition, state, tune, tone	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5
3	頂上	ちょうじょう	ちょ,じょ	top, summit, peak	JLPT JLPT_2 JLPT_3
3	ちょうだい	ちょうだい	ちょ	-- colloquial form of ください; typically used by children or women --	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
3	貯金	ちょきん	ちょ	(bank) savings	JLPT JLPT_2 JLPT_3
3	直接	ちょくせつ	ちょ,せ,つ	direct, immediate, firsthand	JLPT JLPT_2 JLPT_3
3	著者	ちょしゃ	ちょ,しゃ	author, writer	JLPT JLPT_2 JLPT_3
3	散らす	ちらす	ち,す	to scatter, to disperse, to distribute	JLPT JLPT_2 JLPT_3
3	散る	ちる	ち	to fall, to scatter (e.g., blossoms)	JLPT JLPT_2 JLPT_3
3	遂に	ついに	つ	finally, at last	JLPT JLPT_2 JLPT_3
3	通過	つうか	つ	passage through, passing	JLPT JLPT_2 JLPT_3
3	通貨	つうか	つ	currency	JLPT JLPT_2 JLPT_3
3	通学	つうがく	つ	commuting to school	JLPT JLPT_2 JLPT_3
3	通勤	つうきん	つ	commuting to work	JLPT JLPT_2 JLPT_3
3	通行	つうこう	つ	passage, passing	JLPT JLPT_2 JLPT_3
3	通じる	つうじる	つ,じ	to run to, to lead to, to communicate	JLPT JLPT_2 JLPT_3
3	通信	つうしん	つ,し	correspondence, communications	JLPT JLPT_2 JLPT_3
3	通訳	つうやく	つ	interpretation; interpreter	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.8
3	捕まる	つかまる	つ	to be arrested; to be caught	JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21
3	掴む	つかむ	つ	to seize, to catch, to grasp	JLPT JLPT_2 JLPT_3
3	疲れ	つかれ	つ	tiredness, fatigue	JLPT JLPT_2 JLPT_3
3	付き合い	つきあい	つ	socialization; friendship; association	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5
3	付合う	つきあう	つ	to associate with, to keep company with, to get on with	JLPT JLPT_2 JLPT_3
3	次々	つぎつぎ	つ,つ	in succession, one by one	JLPT JLPT_2 JLPT_3
3	付く	つく	つ	to adjoin, to be attached, to adhere	JLPT JLPT_2 JLPT_3
3	就く	つく	つ	to settle in (place), to take (seat position), to study (under teacher)	JLPT JLPT_2 JLPT_3
3	突く	つく	つ	to thrust, to strike; to poke	JLPT JLPT_2 JLPT_3
3	次ぐ	つぐ	つ	to rank next to, to come after	JLPT JLPT_2 JLPT_3
3	注ぐ	つぐ	つ	to pour (into)	JLPT JLPT_2 JLPT_3
3	付ける	つける	つ	to attach, to join, to add	JLPT JLPT_2 JLPT_3
3	着ける	つける	つ	to put on, to wear; to draw up	JLPT JLPT_2 JLPT_3
3	伝わる	つたわる	つ	to be handed down, to be transmitted	JLPT JLPT_2 JLPT_3
3	土	つち	つ,ち	earth, soil	JLPT JLPT_2 JLPT_3
3	続き	つづき	つ	sequel, continuation	JLPT JLPT_2 JLPT_3
3	包み	つつみ	つ,つ	bundle, package	JLPT JLPT_2 JLPT_3
3	勤め	つとめ	つ	work, employment	JLPT JLPT_2 JLPT_3
3	務め	つとめ	つ	duty	JLPT JLPT_2 JLPT_3
3	繋がる	つながる	つ	to be connected to, to be related to	JLPT JLPT_2 JLPT_3
3	繋ぐ	つなぐ	つ	to tie, to fasten, to connect	JLPT JLPT_2 JLPT_3
3	繋げる	つなげる	つ	to connect	JLPT JLPT_2 JLPT_3
3	常に	つねに	つ	always (same as いつも) (written expression)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
3	翼	つばさ	つ,さ	wings	JLPT JLPT_2 JLPT_3
3	つまり	つまり	つ	namely; in other words; in short	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.2
3	罪	つみ	つ	crime, fault, indiscretion	JLPT JLPT_2 JLPT_3
3	積む	つむ	つ	to pile up, to stack	JLPT JLPT_2 JLPT_3
3	詰める	つめる	つ	to pack, to shorten, to work out (details)	JLPT JLPT_2 JLPT_3
3	積もる	つもる	つ	to pile up	JLPT JLPT_2 JLPT_3
3	梅雨	つゆ	つ	rainy season	JLPT JLPT_2 JLPT_3
3	辛い	つらい	つ	painful, heart-breaking	JLPT JLPT_2 JLPT_3
3	釣	つり	つ	fishing	JLPT JLPT_2 JLPT_3
3	連れ	つれ	つ	companion, company	JLPT JLPT_2 JLPT_3
3	提出	ていしゅつ	しゅ,つ	presentation, submission, filing	JLPT JLPT_2 JLPT_3
3	停留所	ていりゅうじょ	じょ	bus or tram stop	JLPT JLPT_2 JLPT_3
3	適する	てきする	す	to fit, to suit	JLPT JLPT_2 JLPT_3
3	適切	てきせつ	せ,つ	appropriate, adequate, relevance	JLPT JLPT_2 JLPT_3
3	手品	てじな	じ	conjuring trick, magic	JLPT JLPT_2 JLPT_3
3	ですから	ですから	す	therefore	JLPT JLPT_2 JLPT_3
3	鉄	てつ	つ	iron	JLPT JLPT_2 JLPT_3
3	哲学	てつがく	つ	philosophy	JLPT JLPT_2 JLPT_3
3	手伝い	てつだい	つ	help, helper, assistant	JLPT JLPT_2 JLPT_3
3	鉄道	てつどう	つ	railway; railroad	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	徹夜	てつや	つ	staying up all night, sleepless night	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7
3	電子	でんし	し	electron; electronic	JLPT JLPT_2 JLPT_3
3	同一	どういつ	つ	identity, sameness, similarity	JLPT JLPT_2 JLPT_3
3	当時	とうじ	じ	at that time, in those days (same as そのころ)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
3	動詞	どうし	し	verb	JLPT JLPT_2 JLPT_3
3	同時	どうじ	じ	simultaneous(ly), same time	JLPT JLPT_2 JLPT_3
3	どうしても	どうしても	し	at any cost, no matter what, no matter how hard one tries	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11
3	どうぞよろしく	どうぞよろしく	ぞ,し	pleased to meet you	JLPT JLPT_2 JLPT_3
3	到着	とうちゃく	ちゃ	arrival	JLPT JLPT_2 JLPT_3
3	通す	とおす	す	to let pass, to overlook, to continue	JLPT JLPT_2 JLPT_3
3	通り過ぎる	とおりすぎる	す	to pass, to pass through	JLPT JLPT_2 JLPT_3
3	読書	どくしょ	しょ	reading	JLPT JLPT_2 JLPT_3
3	独身	どくしん	し	single, unmarried	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
3	特徴	とくちょう	ちょ	characteristic(s); feature(s); trait(s)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	特長	とくちょう	ちょ	forte, merit	JLPT JLPT_2 JLPT_3
3	独立	どくりつ	つ	independence (e.g., Ind. Day), self-support	JLPT JLPT_2 JLPT_3
3	登山	とざん	ざ	mountain-climbing	JLPT JLPT_2 JLPT_3
3	都市	とし	し	town, city, urban	JLPT JLPT_2 JLPT_3
3	年月	としつき	し,つ	months and years	JLPT JLPT_2 JLPT_3
3	図書	としょ	しょ	books	JLPT JLPT_2 JLPT_3
3	年寄	としより	し	old people, the aged	JLPT JLPT_2 JLPT_3
3	閉じる	とじる	じ	to close (e.g., book, eyes), to shut	JLPT JLPT_2 JLPT_3
3	土地	とち	ち	plot of land, lot, soil	JLPT JLPT_2 JLPT_3
3	突然	とつぜん	つ,ぜ	abruptly, suddenly, unexpectedly	JLPT JLPT_2 JLPT_3
3	飛ばす	とばす	す	to skip over, to omit	JLPT JLPT_2 JLPT_3
3	飛び出す	とびだす	す	to jump out, to rush out, to fly out	JLPT JLPT_2 JLPT_3
3	ドレス	ドレス	す	dress	JLPT JLPT_2 JLPT_3
3	流す	ながす	す	to drain, to float, to shed (e.g., blood, tears)	JLPT JLPT_2 JLPT_3
3	亡くす	なくす	す	to lose someone	JLPT JLPT_2 JLPT_3
3	無し	なし	し	without	JLPT JLPT_2 JLPT_3
3	なぜなら	なぜなら	ぜ	because	JLPT JLPT_2 JLPT_3
3	謎	なぞ	ぞ	riddle, puzzle, enigma	JLPT JLPT_2 JLPT_3
3	鳴らす	ならす	す	to ring, to sound	JLPT JLPT_2 JLPT_3
3	日	にち	ち	day	JLPT JLPT_2 JLPT_3
3	日常	にちじょう	ち,じょ	ordinary, regular, everyday	JLPT JLPT_2 JLPT_3
3	日中	にっちゅう	ちゅ	daytime, broad daylight	JLPT JLPT_2 JLPT_3
3	入場	にゅうじょう	じょ	entrance, admission, entering	JLPT JLPT_2 JLPT_3
3	濡らす	ぬらす	す	to wet, to soak	JLPT JLPT_2 JLPT_3
3	鼠	ねずみ	ず	mouse, rat	JLPT JLPT_2 JLPT_3
3	熱中	ねっちゅう	ちゅ	enthusiasm, zeal, mania	JLPT JLPT_2 JLPT_3
3	年月	ねんげつ	つ	months and years	JLPT JLPT_2 JLPT_3
3	年中	ねんじゅう	じゅ	whole year, always, everyday	JLPT JLPT_2 JLPT_3
3	残す	のこす	す	to leave (behind, over), to save, to reserve	JLPT JLPT_2 JLPT_3
3	乗せる	のせる	せ	to place on (something), to take on board	JLPT JLPT_2 JLPT_3
3	載せる	のせる	せ	to place on (something); to publish	JLPT JLPT_2 JLPT_3
3	覗く	のぞく	ぞ	to peek in, to look in	JLPT JLPT_2 JLPT_3
3	除く	のぞく	ぞ	to remove, to exclude, to except	JLPT JLPT_2 JLPT_3
3	望み	のぞみ	ぞ	wish, desire, (a) hope	JLPT JLPT_2 JLPT_3
3	望む	のぞむ	ぞ	to desire, to wish for; to view	JLPT JLPT_2 JLPT_3
3	後	のち	ち	afterwards, since then	JLPT JLPT_2 JLPT_3
3	伸ばす	のばす	す	to extend, to stretch, to reach out	JLPT JLPT_2 JLPT_3
3	延ばす	のばす	す	to extend, to stretch, to reach out	JLPT JLPT_2 JLPT_3
3	パーセント	パーセント	せ	percent	JLPT JLPT_2 JLPT_3
3	配達	はいたつ	つ	delivery, distribution	JLPT JLPT_2 JLPT_3
3	博士	はかせ	せ	doctorate, PhD., doctor	JLPT JLPT_2 JLPT_3
3	拍手	はくしゅ	しゅ	clapping hands, applause	JLPT JLPT_2 JLPT_3
3	爆発	ばくはつ	つ	explosion, detonation, eruption	JLPT JLPT_2 JLPT_3
3	博物館	はくぶつかん	つ	museum	JLPT JLPT_2 JLPT_3
3	激しい	はげしい	し	violent, vehement, intense	JLPT JLPT_2 JLPT_3
3	はさみ	はさみ	さ	scissors	JLPT JLPT_2 JLPT_3
3	破産	はさん	さ	(personal) bankruptcy	JLPT JLPT_2 JLPT_3
3	端	はし	し	end (e.g., of street), edge, margin	JLPT JLPT_2 JLPT_3
3	始まり	はじまり	じ	origin, beginning	JLPT JLPT_2 JLPT_3
3	パス	パス	す	path, pass (in games)	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	外す	はずす	ず,す	to unfasten, to remove	JLPT JLPT_2 JLPT_3
3	パスポート	パスポート	す	passport	JLPT JLPT_2 JLPT_3
3	外れる	はずれる	ず	to be disconnected, to be out (e.g., of gear)	JLPT JLPT_2 JLPT_3
3	発車	はっしゃ	しゃ	departure of a vehicle	JLPT JLPT_2 JLPT_3
3	発射	はっしゃ	しゃ	firing, shooting, discharge	JLPT JLPT_2 JLPT_3
3	罰する	ばっする	す	to punish, to penalize	JLPT JLPT_2 JLPT_3
3	発達	はったつ	つ	development, growth	JLPT JLPT_2 JLPT_3
3	発明	はつめい	つ	invention	JLPT JLPT_2 JLPT_3
3	話し合う	はなしあう	し	to discuss, to talk together	JLPT JLPT_2 JLPT_3
3	離す	はなす	す	to part, to separate	JLPT JLPT_2 JLPT_3
3	放す	はなす	す	to separate, to set free	JLPT JLPT_2 JLPT_3
3	バランス	バランス	す	balance	JLPT JLPT_2 JLPT_3
3	犯罪	はんざい	ざ	crime	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.10
3	ハンサム	ハンサム	さ	handsome	JLPT JLPT_2 JLPT_3
3	反省	はんせい	せ	reflection, reconsideration, regret	JLPT JLPT_2 JLPT_3
3	膝	ひざ	ざ	knee, lap	JLPT JLPT_2 JLPT_3
3	非常	ひじょう	じょ	emergency, extraordinary, unusual	JLPT JLPT_2 JLPT_3
3	美人	びじん	じ	beautiful person (woman)	JLPT JLPT_2 JLPT_3
3	引越し	ひっこし	し	moving, changing residence	JLPT JLPT_2 JLPT_3
3	必死	ひっし	し	desperation, frantic, inevitable result	JLPT JLPT_2 JLPT_3
3	等しい	ひとしい	し	equal	JLPT JLPT_2 JLPT_3
3	秘密	ひみつ	つ	secret, secrecy	Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki
3	冷やす	ひやす	す	to cool, to refrigerate	JLPT JLPT_2 JLPT_3
3	表情	ひょうじょう	じょ	facial expression	JLPT JLPT_2 JLPT_3
3	服装	ふくそう	そ	clothes, attire	JLPT JLPT_2 JLPT_3
3	節	ふし	し	tune, tone, knob	JLPT JLPT_2 JLPT_3
3	無事	ぶじ	じ	safety, peace	JLPT JLPT_2 JLPT_3
3	不思議	ふしぎ	し	mystery, curiosity	JLPT JLPT_2 JLPT_3
3	不自由	ふじゆう	じ	discomfort, disability, inconvenience	JLPT JLPT_2 JLPT_3
3	夫人	ふじん	じ	wife, Mrs, madam	JLPT JLPT_2 JLPT_3
3	婦人	ふじん	じ	woman (same as 女性 (じょせい)、女の人 (おんなのひと))	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.13
3	不正	ふせい	せ	injustice, unfairness	JLPT JLPT_2 JLPT_3
3	防ぐ	ふせぐ	せ	to defend (against), to protect, to prevent	JLPT JLPT_2 JLPT_3
3	不足	ふそく	そ	insufficiency, shortage	JLPT JLPT_2 JLPT_3
3	縁	ふち	ち	edge, rim	JLPT JLPT_2 JLPT_3
3	打つ	ぶつ	つ	to hit, to strike	JLPT JLPT_2 JLPT_3
3	不通	ふつう	つ	blockade, interruption, stoppage	JLPT JLPT_2 JLPT_3
3	ぶつかる	ぶつかる	つ	to strike, to collide with	JLPT JLPT_2 JLPT_3
3	ぶつける	ぶつける	つ	to knock, to strike hard, to hit and attack	JLPT JLPT_2 JLPT_3
3	物質	ぶっしつ	し,つ	material, substance	JLPT JLPT_2 JLPT_3
3	物理	ぶつり	つ	physics	JLPT JLPT_2 JLPT_3
3	増やす	ふやす	す	to increase (v.t.), to add to	JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14
3	殖やす	ふやす	す	to increase, to add to	JLPT JLPT_2 JLPT_3
3	プラス	プラス	す	plus	JLPT JLPT_2 JLPT_3
3	プラスチック	プラスチック	す,ち	plastic	JLPT JLPT_2 JLPT_3
3	分析	ぶんせき	せ	analysis	JLPT JLPT_2 JLPT_3
3	別に	べつに	つ	(not) particularly, nothing	JLPT JLPT_2 JLPT_3
3	減らす	へらす	す	to decrease, to diminish	JLPT JLPT_2 JLPT_3
3	ベンチ	ベンチ	ち	bench	JLPT JLPT_2 JLPT_3
3	宝石	ほうせき	せ	gem, jewel	JLPT JLPT_2 JLPT_3
3	包装	ほうそう	そ	packing, wrapping	JLPT JLPT_2 JLPT_3
3	保証	ほしょう	しょ	guarantee, assurance, warranty	JLPT JLPT_2 JLPT_3
3	保存	ほぞん	ぞ	preservation, conservation	JLPT JLPT_2 JLPT_3
3	マイナス	マイナス	す	minus	JLPT JLPT_2 JLPT_3
3	任せる	まかせる	せ	to entrust to another, to leave to	JLPT JLPT_2 JLPT_3
3	まさか	まさか	さ	by no means	JLPT JLPT_2 JLPT_3
3	まさに	まさに	さ	correctly, surely	JLPT JLPT_2 JLPT_3
